game_id;game_date;league_id;league_name;league_season;teams_home_id;teams_home_name;teams_away_id;teams_away_name;score_ht_home;score_ft_home;score_ht_away;score_ft_away
871531;2022-09-11 18:45:00+00:00;61;Ligue 1;2022;91;Monaco;80;Lyon;0.0;2.0;0.0;1.0
871532;2022-09-11 13:00:00+00:00;61;Ligue 1;2022;77;Angers;82;Montpellier;1.0;2.0;1.0;1.0
871533;2022-09-11 13:00:00+00:00;61;Ligue 1;2022;97;Lorient;83;Nantes;1.0;3.0;1.0;2.0
871534;2022-09-10 19:00:00+00:00;61;Ligue 1;2022;81;Marseille;79;Lille;1.0;2.0;1.0;1.0
871535;2022-09-10 15:00:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;106;Stade Brestois 29;1.0;1.0;0.0;0.0
871536;2022-09-09 19:00:00+00:00;61;Ligue 1;2022;116;Lens;110;Estac Troyes;1.0;1.0;0.0;0.0
871537;2022-09-11 11:00:00+00:00;61;Ligue 1;2022;95;Strasbourg;99;Clermont Foot;0.0;0.0;0.0;0.0
871538;2022-09-11 15:05:00+00:00;61;Ligue 1;2022;94;Rennes;108;Auxerre;1.0;5.0;0.0;0.0
871539;2022-09-11 13:00:00+00:00;61;Ligue 1;2022;96;Toulouse;93;Reims;1.0;1.0;0.0;0.0
871540;2022-09-16 19:00:00+00:00;61;Ligue 1;2022;108;Auxerre;97;Lorient;0.0;1.0;3.0;3.0
871541;2022-09-18 13:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;110;Estac Troyes;1.0;1.0;1.0;3.0
871542;2022-09-18 15:05:00+00:00;61;Ligue 1;2022;83;Nantes;116;Lens;0.0;0.0;0.0;0.0
871543;2022-09-17 19:00:00+00:00;61;Ligue 1;2022;79;Lille;96;Toulouse;1.0;2.0;0.0;1.0
871544;2022-09-17 15:00:00+00:00;61;Ligue 1;2022;82;Montpellier;95;Strasbourg;1.0;2.0;0.0;1.0
871545;2022-09-18 13:00:00+00:00;61;Ligue 1;2022;84;Nice;77;Angers;0.0;0.0;1.0;1.0
871546;2022-09-18 18:45:00+00:00;61;Ligue 1;2022;80;Lyon;85;Paris Saint Germain;0.0;0.0;1.0;1.0
871547;2022-09-18 13:00:00+00:00;61;Ligue 1;2022;81;Marseille;94;Rennes;0.0;1.0;1.0;1.0
871548;2022-09-18 13:00:00+00:00;61;Ligue 1;2022;106;Stade Brestois 29;98;Ajaccio;0.0;0.0;0.0;1.0
871549;2022-09-18 11:00:00+00:00;61;Ligue 1;2022;93;Reims;91;Monaco;0.0;0.0;0.0;3.0
871550;2022-10-02 13:00:00+00:00;61;Ligue 1;2022;98;Ajaccio;99;Clermont Foot;0.0;1.0;1.0;3.0
871551;2022-10-02 13:00:00+00:00;61;Ligue 1;2022;108;Auxerre;106;Stade Brestois 29;0.0;1.0;0.0;1.0
871552;2022-10-02 15:05:00+00:00;61;Ligue 1;2022;91;Monaco;83;Nantes;3.0;4.0;0.0;1.0
871553;2022-09-30 19:00:00+00:00;61;Ligue 1;2022;77;Angers;81;Marseille;0.0;0.0;1.0;3.0
871554;2022-10-02 11:00:00+00:00;61;Ligue 1;2022;97;Lorient;79;Lille;1.0;2.0;0.0;1.0
871555;2022-10-01 19:00:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;84;Nice;1.0;2.0;0.0;1.0
871556;2022-10-02 18:45:00+00:00;61;Ligue 1;2022;116;Lens;80;Lyon;0.0;1.0;0.0;0.0
871557;2022-10-01 15:00:00+00:00;61;Ligue 1;2022;95;Strasbourg;94;Rennes;0.0;1.0;1.0;3.0
871558;2022-10-02 13:00:00+00:00;61;Ligue 1;2022;96;Toulouse;82;Montpellier;3.0;4.0;1.0;2.0
871559;2022-10-02 13:00:00+00:00;61;Ligue 1;2022;110;Estac Troyes;93;Reims;0.0;2.0;1.0;2.0
871560;2022-10-09 13:00:00+00:00;61;Ligue 1;2022;77;Angers;95;Strasbourg;1.0;2.0;2.0;3.0
871561;2022-10-09 13:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;108;Auxerre;0.0;2.0;0.0;1.0
871562;2022-10-09 18:45:00+00:00;61;Ligue 1;2022;79;Lille;116;Lens;1.0;1.0;0.0;0.0
871563;2022-10-09 11:00:00+00:00;61;Ligue 1;2022;82;Montpellier;91;Monaco;0.0;0.0;1.0;2.0
871564;2022-10-09 13:00:00+00:00;61;Ligue 1;2022;84;Nice;110;Estac Troyes;2.0;3.0;0.0;2.0
871565;2022-10-07 19:00:00+00:00;61;Ligue 1;2022;80;Lyon;96;Toulouse;1.0;1.0;0.0;1.0
871566;2022-10-08 15:00:00+00:00;61;Ligue 1;2022;81;Marseille;98;Ajaccio;1.0;1.0;1.0;2.0
871567;2022-10-09 13:00:00+00:00;61;Ligue 1;2022;106;Stade Brestois 29;97;Lorient;1.0;1.0;1.0;2.0
871568;2022-10-09 15:05:00+00:00;61;Ligue 1;2022;94;Rennes;83;Nantes;1.0;3.0;0.0;0.0
871569;2022-10-08 19:00:00+00:00;61;Ligue 1;2022;93;Reims;85;Paris Saint Germain;0.0;0.0;0.0;0.0
871570;2022-10-16 13:00:00+00:00;61;Ligue 1;2022;108;Auxerre;84;Nice;1.0;1.0;1.0;1.0
871571;2022-10-16 15:05:00+00:00;61;Ligue 1;2022;91;Monaco;99;Clermont Foot;1.0;1.0;0.0;1.0
871572;2022-10-15 15:00:00+00:00;61;Ligue 1;2022;97;Lorient;93;Reims;0.0;0.0;0.0;0.0
871573;2022-10-16 13:00:00+00:00;61;Ligue 1;2022;83;Nantes;106;Stade Brestois 29;2.0;4.0;1.0;1.0
871574;2022-10-16 18:45:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;81;Marseille;1.0;1.0;0.0;0.0
871575;2022-10-15 19:00:00+00:00;61;Ligue 1;2022;116;Lens;82;Montpellier;0.0;1.0;0.0;0.0
871576;2022-10-14 19:00:00+00:00;61;Ligue 1;2022;95;Strasbourg;79;Lille;0.0;0.0;1.0;3.0
871577;2022-10-16 13:00:00+00:00;61;Ligue 1;2022;94;Rennes;80;Lyon;1.0;3.0;1.0;2.0
871578;2022-10-16 11:00:00+00:00;61;Ligue 1;2022;96;Toulouse;77;Angers;2.0;3.0;1.0;2.0
871579;2022-10-16 13:00:00+00:00;61;Ligue 1;2022;110;Estac Troyes;98;Ajaccio;0.0;1.0;0.0;1.0
871580;2022-10-21 19:00:00+00:00;61;Ligue 1;2022;98;Ajaccio;85;Paris Saint Germain;0.0;0.0;1.0;3.0
871581;2022-10-23 11:00:00+00:00;61;Ligue 1;2022;77;Angers;94;Rennes;0.0;1.0;1.0;2.0
871582;2022-10-23 13:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;106;Stade Brestois 29;0.0;1.0;1.0;3.0
871583;2022-10-23 18:45:00+00:00;61;Ligue 1;2022;79;Lille;91;Monaco;2.0;4.0;2.0;3.0
871584;2022-10-22 15:00:00+00:00;61;Ligue 1;2022;82;Montpellier;80;Lyon;0.0;1.0;1.0;2.0
871585;2022-10-23 15:05:00+00:00;61;Ligue 1;2022;84;Nice;83;Nantes;0.0;1.0;0.0;1.0
871586;2022-10-22 19:00:00+00:00;61;Ligue 1;2022;81;Marseille;116;Lens;0.0;0.0;0.0;1.0
871587;2022-10-23 13:00:00+00:00;61;Ligue 1;2022;93;Reims;108;Auxerre;1.0;2.0;1.0;1.0
871588;2022-10-23 13:00:00+00:00;61;Ligue 1;2022;96;Toulouse;95;Strasbourg;1.0;2.0;0.0;2.0
871589;2022-10-23 13:00:00+00:00;61;Ligue 1;2022;110;Estac Troyes;97;Lorient;1.0;2.0;0.0;2.0
871590;2022-10-30 12:00:00+00:00;61;Ligue 1;2022;108;Auxerre;98;Ajaccio;1.0;1.0;0.0;0.0
871591;2022-10-30 14:00:00+00:00;61;Ligue 1;2022;91;Monaco;77;Angers;0.0;2.0;0.0;0.0
871592;2022-10-30 16:05:00+00:00;61;Ligue 1;2022;97;Lorient;84;Nice;1.0;1.0;0.0;2.0
871593;2022-10-30 14:00:00+00:00;61;Ligue 1;2022;83;Nantes;99;Clermont Foot;0.0;1.0;0.0;1.0
871594;2022-10-30 19:45:00+00:00;61;Ligue 1;2022;80;Lyon;79;Lille;0.0;1.0;0.0;0.0
871595;2022-10-29 15:00:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;110;Estac Troyes;1.0;4.0;1.0;3.0
871596;2022-10-28 19:00:00+00:00;61;Ligue 1;2022;116;Lens;96;Toulouse;0.0;3.0;0.0;0.0
871597;2022-10-29 19:00:00+00:00;61;Ligue 1;2022;95;Strasbourg;81;Marseille;0.0;2.0;2.0;2.0
871598;2022-10-30 14:00:00+00:00;61;Ligue 1;2022;106;Stade Brestois 29;93;Reims;0.0;0.0;0.0;0.0
871599;2022-10-30 14:00:00+00:00;61;Ligue 1;2022;94;Rennes;82;Montpellier;2.0;3.0;0.0;0.0
871600;2022-11-05 16:00:00+00:00;61;Ligue 1;2022;98;Ajaccio;95;Strasbourg;4.0;4.0;2.0;2.0
871601;2022-11-05 20:00:00+00:00;61;Ligue 1;2022;77;Angers;116;Lens;0.0;1.0;1.0;2.0
871602;2022-11-06 14:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;82;Montpellier;0.0;1.0;1.0;1.0
871603;2022-11-06 12:00:00+00:00;61;Ligue 1;2022;97;Lorient;85;Paris Saint Germain;0.0;1.0;1.0;2.0
871604;2022-11-06 16:05:00+00:00;61;Ligue 1;2022;79;Lille;94;Rennes;1.0;1.0;0.0;1.0
871605;2022-11-06 14:00:00+00:00;61;Ligue 1;2022;84;Nice;106;Stade Brestois 29;0.0;1.0;0.0;0.0
871606;2022-11-06 19:45:00+00:00;61;Ligue 1;2022;81;Marseille;80;Lyon;1.0;1.0;0.0;0.0
871607;2022-11-06 14:00:00+00:00;61;Ligue 1;2022;93;Reims;83;Nantes;0.0;1.0;0.0;0.0
871608;2022-11-06 14:00:00+00:00;61;Ligue 1;2022;96;Toulouse;91;Monaco;0.0;0.0;0.0;2.0
871609;2022-11-04 20:00:00+00:00;61;Ligue 1;2022;110;Estac Troyes;108;Auxerre;1.0;1.0;0.0;1.0
871610;2022-11-13 19:45:00+00:00;61;Ligue 1;2022;91;Monaco;81;Marseille;1.0;2.0;1.0;3.0
871611;2022-11-13 14:00:00+00:00;61;Ligue 1;2022;83;Nantes;98;Ajaccio;0.0;2.0;0.0;2.0
871612;2022-11-13 14:00:00+00:00;61;Ligue 1;2022;79;Lille;77;Angers;1.0;1.0;0.0;0.0
871613;2022-11-13 14:00:00+00:00;61;Ligue 1;2022;82;Montpellier;93;Reims;0.0;1.0;0.0;1.0
871614;2022-11-11 20:00:00+00:00;61;Ligue 1;2022;80;Lyon;84;Nice;0.0;1.0;1.0;1.0
871615;2022-11-13 12:00:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;108;Auxerre;1.0;5.0;0.0;0.0
871616;2022-11-12 16:00:00+00:00;61;Ligue 1;2022;116;Lens;99;Clermont Foot;0.0;2.0;1.0;1.0
871617;2022-11-13 16:05:00+00:00;61;Ligue 1;2022;95;Strasbourg;97;Lorient;0.0;1.0;1.0;1.0
871618;2022-11-13 14:00:00+00:00;61;Ligue 1;2022;106;Stade Brestois 29;110;Estac Troyes;0.0;2.0;0.0;1.0
871619;2022-11-12 20:00:00+00:00;61;Ligue 1;2022;94;Rennes;96;Toulouse;1.0;2.0;0.0;1.0
871620;2022-12-28 14:00:00+00:00;61;Ligue 1;2022;98;Ajaccio;77;Angers;1.0;1.0;0.0;0.0
871621;2022-12-28 16:00:00+00:00;61;Ligue 1;2022;108;Auxerre;91;Monaco;1.0;2.0;1.0;3.0
871622;2022-12-28 18:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;79;Lille;0.0;0.0;0.0;2.0
871623;2022-12-29 16:00:00+00:00;61;Ligue 1;2022;97;Lorient;82;Montpellier;0.0;0.0;2.0;2.0
871624;2022-12-29 20:00:00+00:00;61;Ligue 1;2022;84;Nice;116;Lens;0.0;0.0;0.0;0.0
871625;2022-12-29 20:00:00+00:00;61;Ligue 1;2022;81;Marseille;96;Toulouse;2.0;6.0;0.0;1.0
871626;2022-12-28 20:00:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;95;Strasbourg;1.0;2.0;0.0;1.0
871627;2022-12-28 20:00:00+00:00;61;Ligue 1;2022;106;Stade Brestois 29;80;Lyon;1.0;2.0;3.0;4.0
871628;2022-12-29 18:00:00+00:00;61;Ligue 1;2022;93;Reims;94;Rennes;2.0;3.0;1.0;1.0
871629;2022-12-28 14:00:00+00:00;61;Ligue 1;2022;110;Estac Troyes;83;Nantes;0.0;0.0;0.0;0.0
871630;2023-01-01 14:00:00+00:00;61;Ligue 1;2022;91;Monaco;106;Stade Brestois 29;0.0;1.0;0.0;0.0
871631;2023-01-01 14:00:00+00:00;61;Ligue 1;2022;83;Nantes;108;Auxerre;0.0;1.0;0.0;0.0
871632;2023-01-02 16:00:00+00:00;61;Ligue 1;2022;79;Lille;93;Reims;1.0;1.0;0.0;1.0
871633;2023-01-01 16:00:00+00:00;61;Ligue 1;2022;80;Lyon;99;Clermont Foot;0.0;0.0;0.0;1.0
871634;2023-01-01 19:45:00+00:00;61;Ligue 1;2022;116;Lens;85;Paris Saint Germain;2.0;3.0;1.0;1.0
871635;2023-01-02 20:00:00+00:00;61;Ligue 1;2022;94;Rennes;84;Nice;1.0;2.0;1.0;1.0
871636;2023-01-01 14:00:00+00:00;61;Ligue 1;2022;96;Toulouse;98;Ajaccio;0.0;2.0;0.0;0.0
871637;2023-01-01 14:00:00+00:00;61;Ligue 1;2022;77;Angers;97;Lorient;1.0;1.0;0.0;2.0
871638;2023-01-02 18:00:00+00:00;61;Ligue 1;2022;82;Montpellier;81;Marseille;0.0;1.0;0.0;2.0
871639;2023-01-02 14:00:00+00:00;61;Ligue 1;2022;95;Strasbourg;110;Estac Troyes;1.0;2.0;2.0;3.0
871640;2023-01-11 18:00:00+00:00;61;Ligue 1;2022;98;Ajaccio;93;Reims;0.0;0.0;1.0;1.0
871641;2023-01-11 18:00:00+00:00;61;Ligue 1;2022;108;Auxerre;96;Toulouse;0.0;0.0;3.0;5.0
871642;2023-01-11 18:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;94;Rennes;1.0;2.0;0.0;1.0
871643;2023-01-11 20:00:00+00:00;61;Ligue 1;2022;97;Lorient;91;Monaco;0.0;2.0;0.0;2.0
871644;2023-01-11 18:00:00+00:00;61;Ligue 1;2022;83;Nantes;80;Lyon;0.0;0.0;0.0;0.0
871645;2023-01-11 20:00:00+00:00;61;Ligue 1;2022;84;Nice;82;Montpellier;2.0;6.0;0.0;1.0
871646;2023-01-11 20:00:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;77;Angers;1.0;2.0;0.0;0.0
871647;2023-01-11 20:00:00+00:00;61;Ligue 1;2022;95;Strasbourg;116;Lens;2.0;2.0;2.0;2.0
871648;2023-01-11 18:00:00+00:00;61;Ligue 1;2022;106;Stade Brestois 29;79;Lille;0.0;0.0;0.0;0.0
871649;2023-01-11 20:00:00+00:00;61;Ligue 1;2022;110;Estac Troyes;81;Marseille;0.0;0.0;1.0;2.0
871650;2023-01-15 16:05:00+00:00;61;Ligue 1;2022;91;Monaco;98;Ajaccio;5.0;7.0;1.0;1.0
871651;2023-01-15 14:00:00+00:00;61;Ligue 1;2022;77;Angers;99;Clermont Foot;0.0;1.0;1.0;2.0
871652;2023-01-15 12:00:00+00:00;61;Ligue 1;2022;79;Lille;110;Estac Troyes;2.0;5.0;0.0;1.0
871653;2023-01-15 14:00:00+00:00;61;Ligue 1;2022;82;Montpellier;83;Nantes;0.0;0.0;1.0;3.0
871654;2023-01-14 20:00:00+00:00;61;Ligue 1;2022;80;Lyon;95;Strasbourg;1.0;1.0;2.0;2.0
871655;2023-01-14 18:00:00+00:00;61;Ligue 1;2022;81;Marseille;97;Lorient;1.0;3.0;1.0;1.0
871656;2023-01-14 16:00:00+00:00;61;Ligue 1;2022;116;Lens;108;Auxerre;0.0;1.0;0.0;0.0
871657;2023-01-15 19:45:00+00:00;61;Ligue 1;2022;94;Rennes;85;Paris Saint Germain;0.0;1.0;0.0;0.0
871658;2023-01-15 14:00:00+00:00;61;Ligue 1;2022;93;Reims;84;Nice;0.0;0.0;0.0;0.0
871659;2023-01-15 14:00:00+00:00;61;Ligue 1;2022;96;Toulouse;106;Stade Brestois 29;0.0;1.0;1.0;1.0
871660;2023-01-29 16:05:00+00:00;61;Ligue 1;2022;98;Ajaccio;80;Lyon;0.0;0.0;1.0;2.0
871661;2023-01-29 14:00:00+00:00;61;Ligue 1;2022;108;Auxerre;82;Montpellier;0.0;0.0;0.0;2.0
871662;2023-01-29 14:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;83;Nantes;0.0;0.0;0.0;0.0
871663;2023-01-27 20:00:00+00:00;61;Ligue 1;2022;97;Lorient;94;Rennes;2.0;2.0;0.0;1.0
871664;2023-01-29 12:00:00+00:00;61;Ligue 1;2022;84;Nice;79;Lille;1.0;1.0;0.0;0.0
871665;2023-01-28 20:00:00+00:00;61;Ligue 1;2022;81;Marseille;91;Monaco;0.0;1.0;1.0;1.0
871666;2023-01-29 19:45:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;93;Reims;0.0;1.0;0.0;1.0
871667;2023-01-29 14:00:00+00:00;61;Ligue 1;2022;95;Strasbourg;96;Toulouse;1.0;1.0;1.0;2.0
871668;2023-01-29 14:00:00+00:00;61;Ligue 1;2022;106;Stade Brestois 29;77;Angers;2.0;4.0;0.0;0.0
871669;2023-01-28 16:00:00+00:00;61;Ligue 1;2022;110;Estac Troyes;116;Lens;0.0;1.0;0.0;1.0
871670;2023-02-01 18:00:00+00:00;61;Ligue 1;2022;83;Nantes;81;Marseille;0.0;0.0;0.0;2.0
871671;2023-02-01 20:00:00+00:00;61;Ligue 1;2022;80;Lyon;106;Stade Brestois 29;0.0;0.0;0.0;0.0
871672;2023-02-01 18:00:00+00:00;61;Ligue 1;2022;93;Reims;97;Lorient;1.0;4.0;2.0;2.0
871673;2023-02-01 20:00:00+00:00;61;Ligue 1;2022;91;Monaco;108;Auxerre;2.0;3.0;0.0;2.0
871674;2023-02-01 18:00:00+00:00;61;Ligue 1;2022;77;Angers;98;Ajaccio;1.0;1.0;0.0;2.0
871675;2023-02-01 18:00:00+00:00;61;Ligue 1;2022;79;Lille;99;Clermont Foot;0.0;0.0;0.0;0.0
871676;2023-02-01 20:00:00+00:00;61;Ligue 1;2022;82;Montpellier;85;Paris Saint Germain;0.0;1.0;0.0;3.0
871677;2023-02-01 20:00:00+00:00;61;Ligue 1;2022;116;Lens;84;Nice;0.0;0.0;0.0;1.0
871678;2023-02-01 20:00:00+00:00;61;Ligue 1;2022;94;Rennes;95;Strasbourg;2.0;3.0;0.0;0.0
871679;2023-02-01 18:00:00+00:00;61;Ligue 1;2022;96;Toulouse;110;Estac Troyes;2.0;4.0;1.0;1.0
871680;2023-02-05 14:00:00+00:00;61;Ligue 1;2022;98;Ajaccio;83;Nantes;0.0;0.0;0.0;2.0
871681;2023-02-05 14:00:00+00:00;61;Ligue 1;2022;108;Auxerre;93;Reims;0.0;0.0;0.0;0.0
871682;2023-02-05 12:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;91;Monaco;0.0;0.0;2.0;2.0
871683;2023-02-05 14:00:00+00:00;61;Ligue 1;2022;97;Lorient;77;Angers;0.0;0.0;0.0;0.0
871684;2023-02-05 19:45:00+00:00;61;Ligue 1;2022;81;Marseille;84;Nice;0.0;1.0;2.0;3.0
871685;2023-02-04 16:00:00+00:00;61;Ligue 1;2022;85;Paris Saint Germain;96;Toulouse;1.0;2.0;1.0;1.0
871686;2023-02-05 14:00:00+00:00;61;Ligue 1;2022;95;Strasbourg;82;Montpellier;2.0;2.0;0.0;0.0
871687;2023-02-05 16:05:00+00:00;61;Ligue 1;2022;106;Stade Brestois 29;116;Lens;0.0;1.0;0.0;1.0
871688;2023-02-04 20:00:00+00:00;61;Ligue 1;2022;94;Rennes;79;Lille;1.0;1.0;0.0;3.0
871689;2023-02-04 18:00:00+00:00;61;Ligue 1;2022;110;Estac Troyes;80;Lyon;0.0;1.0;1.0;3.0
871690;2023-02-11 16:00:00+00:00;61;Ligue 1;2022;91;Monaco;85;Paris Saint Germain;3.0;3.0;1.0;1.0
871691;2023-02-12 14:00:00+00:00;61;Ligue 1;2022;77;Angers;108;Auxerre;1.0;1.0;1.0;1.0
871692;2023-02-11 20:00:00+00:00;61;Ligue 1;2022;99;Clermont Foot;81;Marseille;0.0;0.0;1.0;2.0
871693;2023-02-12 16:05:00+00:00;61;Ligue 1;2022;83;Nantes;97;Lorient;0.0;1.0;0.0;0.0
871694;2023-02-12 14:00:00+00:00;61;Ligue 1;2022;79;Lille;95;Strasbourg;2.0;2.0;0.0;0.0
